ID,TIME,NAME,TEXT,ROLE,TARGET,HATE_SPEECH,VERBAL_ABUSE,HUMOR
166,09:36:55 AM,hebert," juste adrien c’est bon t’a dis des trucs de fou, t’a défoulé ta haine laisse silvia et partez faire vos vies chacun de votre côté",conciliator,none,no,none,no
167,09:36:55 AM,camille, t'as sucé pour passer la frontière ?,bully_support,victim,yes,aggression-other,no
168,09:37:02 AM,Soan, Que ça vote le z ici.. ça craint,victim_support,none,no,none,no
169,09:37:16 AM,Diana, meme ton pseudo c afait pitie,bully_support,victim,no,denigration,no
170,09:37:19 AM,Adrien94, bah la le serbe a voler le mec de quelqu’un en l’cccurence,bully,victim,yes,denigration,no
171,09:37:26 AM,Soan, apprends à écrire Diana,victim_support,bully_support,no,denigration,no
172,09:37:36 AM,Adrien94, o,bully,none,no,none,no
173,09:37:37 AM,Soan, la bite dans la bouche depuis tout à l'heure,victim_support,bully_support,no,aggression-other,no
174,09:37:39 AM,Diana, les etranger dans l'avion,bully_support,victim,yes,aggression-other,no
175,09:37:42 AM,SilviaVictime," MAis c'est grave, qu»es ce que tu coprend pas dans le fait que je suis Française ! je suis net en France et ma mere et Francçaise ! C'est pas complique !",victim,none,no,none,no
176,09:37:58 AM,Diana, va crever,bully_support,victim,no,aggression-other,no
177,09:38:03 AM,camille, va te pendre,bully_support,victim,no,aggression-other,no
178,09:38:10 AM,Adrien94, mais ton pere le ptn de serbe,bully,victim,yes,aggression-other,no
179,09:38:13 AM,Soan, PARDON vous allez beaucoup trop loin,victim_support,none,no,none,no
180,09:38:21 AM,camille, fait pas la choquer,bully_support,none,no,none,no
181,09:38:23 AM,hebert, mais arrêter vraiment vous avez aucune peine c’est chaud,conciliator,none,no,none,no
182,09:38:29 AM,Diana, hebert tg toi,bully_support,conciliator,no,aggression-other,no
183,09:38:42 AM,SilviaVictime, Tu ne fait que répéter ce que tu entend comme un mouton,victim,none,no,none,no
184,09:38:43 AM,hebert, Diana on vas se retrouver,conciliator,none,no,none,no
185,09:38:51 AM,SilviaVictime, Je suis sure que tu ne connait meme pas de Serbe en plus,victim,none,no,none,no
186,09:38:52 AM,Soan, Sale mouton Diana,victim_support,bully_support,no,name_calling,no
187,09:38:55 AM,Adrien94, silvia personne te comprend,bully,none,no,none,no
188,09:39:01 AM,Soan, avec tes cheveux mal coiffé là,victim_support,bully_support,no,denigration,no
189,09:39:03 AM,Diana, bah si toi Soan je vais t’enculer sale mms,bully_support,victim_support,no,aggression-other,no
190,09:39:19 AM,SilviaVictime, Oui as part moi connard MDR,victim,bully,no,name_calling,no
191,09:39:35 AM,hebert," parle mieux de Soan, Diana sinon on vas t’envoyer une équipe",conciliator,bully_support,no,threat,no
192,09:39:37 AM,Diana, comment ca t'insulte toi,bully_support,none,no,none,no
193,09:39:37 AM,Soan, voila Silvia DIS LEURS,victim_support,none,no,none,no
194,09:39:52 AM,Diana, hebert tqt tu vas rien faire,bully_support,none,no,none,no
195,09:39:59 AM,Adrien94, hebert doucement,bully,none,no,none,no
196,09:40:02 AM,hebert, Diana je sais ou t’habite,conciliator,none,no,none,no
197,09:40:03 AM,Diana, silvia on va debarquer chez toi tu vas voir,bully_support,victim,no,threat,no
198,09:40:18 AM,hebert, adrien je vais doucement dans le cul de ta daronne,conciliator,bully,no,aggression-other,no
199,09:40:27 AM,Soan, WTF Désolée Silvia,victim_support,none,no,none,no
200,09:40:37 AM,Adrien94, desole crunjeu,bully,none,no,none,no
201,09:40:40 AM,Soan, On t'aime fort,victim_support,none,no,none,no
202,09:40:43 AM,Diana, bon cest finit on doit partir je m'excuse mdrr je me sentais trop malo de marquer ca,bully_support,none,no,none,yes
203,09:40:44 AM,Soan, <3333 ;C,victim_support,none,no,none,no
204,09:40:44 AM,camille, on doit partir vraiment désolé Silvia,bully_support,none,no,none,no
205,09:40:47 AM,Soan, LOVE,victim_support,none,no,none,no
206,09:40:49 AM,hebert, sage adrien,conciliator,none,no,none,no
207,09:40:53 AM,Diana, on t'aime silvia,bully_support,none,no,none,no
208,09:40:56 AM,camille, love on est pas méchante,bully_support,none,no,none,no
