ID,TIME,NAME,TEXT,ROLE,TARGET,HATE_SPEECH,VERBAL_ABUSE,HUMOR
40,11:10:32 AM,JulieVictime, franchement vous êtes trop des haters,victim,none,no,none,no
41,11:10:57 AM,elodie65, quesque haters,bully_support,none,no,none,no
42,11:10:57 AM,Arthur, vous n'avez rien d'autre a faire?,conciliator,none,no,none,no
43,11:11:32 AM,Anna35, Arthur sur ces genoux pour le plan a 3,bully_support,none,no,none,no
44,11:11:35 AM,elodie65, allez faire des manifestations ca va faire avancer la science,bully_support,none,no,none,no
45,11:11:50 AM,JulieVictime, les haters c'est les gens qui sont frustré qui subissent leurs vies et qui du coup essaie de s'en faire une en se défoulant sur internet désolé si vous êtes déjà plus animé par la vie,victim,none,no,none,no
46,11:13:19 AM,elodie65, on est tellement triste qu'on est normal donc ferme la,bully_support,victim,no,aggression-other,no
47,11:13:23 AM,Arthur, Julie perd pas ton temps a les répondre,conciliator,none,no,none,no
48,11:13:46 AM,JulieVictime, en vrai je suis sur qu'on pourrait être pote c'est juste que vous êtes jalouses,victim,none,no,none,no
49,11:14:13 AM,elodie65, nn je suis pas pote avec les lesbiennes,bully_support,victim,yes,aggression-other,no
50,11:14:34 AM,JulieVictime, t'es vraiment dans le péjugé,victim,none,no,none,no
51,11:15:14 AM,Emilie, bon toutes les meuf qui se suce entre eux vivement la peine de mort pour vous,bully,victim,yes,aggression-other,no
52,11:15:23 AM,JulieVictime, on est pas lesbienne et même si on l'était je crois pas que se soit une maladie,victim,none,no,none,no
53,11:15:29 AM,elodie65, grave je suis d'accord direction les camps de concentration,bully_support,victim,yes,aggression-other,no
54,11:15:42 AM,JulieVictime, ah oui vraiment ? tu sais que Hitler il a fait ça,victim,none,no,none,no
55,11:15:56 AM,elodie65, hitler c'est trompé de communauté,bully_support,victim,yes,aggression-other,no
56,11:16:01 AM,JulieVictime, tu trouve ça cool toi les nazi ?,victim,none,no,none,no
57,11:16:22 AM,Anna35, oe,bully_support,none,no,none,no
58,11:16:46 AM,Arthur, ton père était pas juif Anna,conciliator,none,no,none,no
59,11:16:50 AM,Emilie, oue oue ca va les pds,bully,victim,no,name_calling,no
60,11:17:03 AM,Anna35, si polognais,bully_support,none,no,none,no
61,11:17:07 AM,JulieVictime, waaa mais franchement j'allucine vous vous rende compte de ce que vous dites ?,victim,none,no,none,no
62,11:17:31 AM,elodie65, vraiment vous degoutez les 2 personnes vous a appris la normalité,bully_support,victim,no,denigration,no
63,11:17:36 AM,JulieVictime, la en fait je crois pas qu'on pourai devenir ami vous êtes en fait homophobes et nazi,victim,none,no,none,no
64,11:17:59 AM,elodie65, personne veut etre ami avec toi tqt elle va vouloir nous pecho la collg,bully_support,none,no,none,no
65,11:18:12 AM,JulieVictime, je trouve que c'est vachement plus la honte que d'être lesbienne,victim,none,no,none,no
66,11:18:17 AM,elodie65, collegue,bully_support,none,no,none,no
67,11:18:23 AM,Arthur, alors ton père était le premier a se doucher avec des hommes,conciliator,none,no,none,no
68,11:18:32 AM,JulieVictime, Arthur ? toi aussi ? tu es nazi ?,victim,none,no,none,no
69,11:18:40 AM,Arthur, après son vacance en train,conciliator,none,no,none,no
70,11:18:41 AM,JulieVictime, :à,victim,none,no,none,no
71,11:18:50 AM,Anna35, oe en auschwitz et il suce hitler,bully_support,none,no,aggression-other,no
72,11:18:58 AM,Emilie, ecrivez les boubou,bully,none,no,none,no
73,11:19:05 AM,JulieVictime, les boubou ?,victim,none,no,none,no
74,11:19:16 AM,Arthur, nan je suis pas nazi,conciliator,none,no,none,no
75,11:19:21 AM,JulieVictime," ça veux dire quelque chose en allemand nazi ""les boubou"" ?",victim,none,no,none,no
76,11:19:32 AM,JulieVictime, ba alors pourquoi tu fais des blagues nazies ?,victim,none,no,none,no
77,11:19:37 AM,Emilie, bougnoul,bully,none,no,name_calling,no
78,11:19:42 AM,JulieVictime, ah ok,victim,none,no,none,no
79,11:19:56 AM,Anna35, cunt,bully_support,none,no,none,no
80,11:20:03 AM,JulieVictime," tu réuni en fait tous les vices du monde c'est ça Emilie N? nazi, xénophoque et homophobe ,? tu aurais pas inventé la pizza à l'ananas aussi ?",victim,bully,no,denigration,no
81,11:20:28 AM,Arthur, je pence que Emilie a plus rien a dire,conciliator,none,no,none,no
82,11:20:31 AM,elodie65, mdrrrr prenez rdv avec votre donneur de sperm avant de venir nous faire chier,bully_support,victim,no,aggression-other,no
83,11:20:37 AM,Emilie, schmutzig schwul ca veut dire sale gay en allemend,bully,none,no,none,no
84,11:21:06 AM,JulieVictime, ok moi je pense qu'en fait Emilie tu devrais trouver une passion,victim,none,no,none,no
85,11:21:26 AM,Arthur, elle a rien d'autre a faire,conciliator,none,no,none,no
86,11:21:35 AM,JulieVictime, Stéphane lui aussi était raciste et depuis qu'il fait du skate et bien il est pu raciste,victim,none,no,none,no
87,11:21:45 AM,Anna35, pas les bites ca c sur,bully_support,none,no,none,no
88,11:22:01 AM,elodie65, passion des fiottes aller twerker dans une église et pleurer pendant les magnifestations gay,bully_support,none,no,aggression-other,no
89,11:22:33 AM,JulieVictime, c'est sur qu'à l'entré de l'église il doit pas te faire rentrer le videur,victim,none,no,none,no
90,11:22:41 AM,Arthur, au moine il support ce qu'il croie,conciliator,none,no,none,no
91,11:23:19 AM,Anna35, thusq uèd dew<d,bully_support,none,no,none,no
92,11:23:32 AM,JulieVictime," ça sert à quoi de faire ça sur les réseaux en plus ,?",victim,none,no,none,no
93,11:23:51 AM,Emilie, vient on se voit en vrai je te tabasse toi et tout tes potes gays,bully,victim,yes,aggression-other,no
94,11:24:11 AM,elodie65, fais pas des blagues sur l'eglise dieu il a cree adam et eve tu leches des filles t'as pas honte,bully_support,victim,yes,denigration,no
95,11:24:22 AM,Arthur," on vas les voir Julie et Léa, je vous dis ils viendrons même pas",conciliator,none,no,none,no
96,11:24:29 AM,elodie65, jss d'accord avec Emilie,bully_support,none,no,none,no
97,11:24:29 AM,Anna35, on se bas avec des gods ceintures,bully_support,none,no,none,no
98,11:24:45 AM,JulieVictime, Dieu je crois pas qu'il été d'accord avec les nazi,victim,none,no,none,no
99,11:25:46 AM,JulieVictime, franchement tu viens du siècle dernier Emilie,victim,none,no,none,no
100,11:25:56 AM,Emilie, dieu il a nous a permit de nous reproduire mais pas entre meme sexe,bully,victim,yes,aggression-other,no
101,11:25:58 AM,elodie65, il etait pas d'accord avec les pédales non plus,bully_support,victim,yes,name_calling,no
102,11:26:03 AM,JulieVictime, même les allemands ils étaient pas aussi raciste que toi et xénophobe,victim,none,no,none,no
103,11:26:21 AM,Anna35, un genocide c pire que ca?,bully_support,none,no,none,no
104,11:26:23 AM,JulieVictime, il l'a dit ça ?,victim,none,no,none,no
105,11:26:35 AM,elodie65, t'as cas pas t'afficher sur les réseaux si t pas contente,bully_support,none,no,none,no
106,11:26:40 AM,JulieVictime," genre ""interdit d'être homosexuelle"" ? c'est écrit dans la bible ou dans le coran ? je me suis pas affiché ! c'est toi qui a pris la photo ! et c'est toi qui a demandé qu'on se tienne la main tu as tout monté",victim,none,no,none,no
107,11:27:30 AM,elodie65, je m'appelle elodie pas Emilie mais elle a eu raison,bully_support,none,no,none,no
108,11:27:30 AM,JulieVictime, de toute piece pour créer une fake news,victim,none,no,none,no
109,11:27:44 AM,Anna35, et un only fans,bully_support,none,no,none,no
110,11:27:57 AM,Emilie, des que vous sortez dans la rue tt le monde vous regarde bizzar allez sauter non,bully,victim,no,aggression-other,no
111,11:28:09 AM,elodie65, grave,bully_support,none,no,none,no
112,11:28:26 AM,JulieVictime, juste vous êtes jalouse parce que personne vous regarde et puis juste on rigole bien,victim,none,no,none,no
113,11:28:38 AM,elodie65, vous etes les regetté de ce monde et vous continuez vous comprenez pas que vous etes bizzard,bully_support,victim,no,denigration,no
114,11:28:44 AM,Anna35, allez faire une anne frank et cachez vous de notre existence dans une cave stp,bully_support,victim,no,aggression-other,no
115,11:29:28 AM,JulieVictime, non on assume d'être nous,victim,none,no,none,no
116,11:29:34 AM,elodie65, les gens qui soutiennent les gays vous etes bizzare,bully_support,none,yes,denigration,no
117,11:29:41 AM,JulieVictime, et juste faut accepter que les gens soit différent,victim,none,no,none,no
118,11:29:46 AM,elodie65, pk nous on assume pas ?,bully_support,none,no,none,no
119,11:29:46 AM,JulieVictime, sinon ba on vi dans sa famille pis on vois personne d'autre ba oui j'ai l'impression parce que generalement les gens qui ont problème avec ce genre de chose c'est qu'il aimerait mais qu'ils peuvent pas,victim,none,no,none,no
120,11:30:39 AM,Arthur, vous cherchez vraiment la merde,conciliator,none,no,none,no
121,11:30:43 AM,elodie65, juste que vous vous sentez obligé de revandiquer le fait que vous etes lesbiennes cest genant,bully_support,victim,yes,denigration,no
122,11:30:45 AM,JulieVictime, alors CQFD c'est vous les gays et puis si vous l'étiez ça me dérangerai pas parce que je suis une nazi tu va voir quand la maitresse apprendra que vous êtes nazi et la police,victim,bully,no,threat,no
123,11:31:35 AM,elodie65, aller tg,bully_support,victim,no,aggression-other,no
124,11:31:44 AM,Emilie, baiser vous bande de putes,bully,victim,no,aggression-other,no
125,11:31:50 AM,JulieVictime, super cool,victim,none,no,none,no
126,11:31:54 AM,Arthur, tout le monde est nazi maintenant,conciliator,none,no,none,no
127,11:31:56 AM,elodie65, salope,bully_support,victim,no,name_calling,no
128,11:32:01 AM,JulieVictime, vous êtes des filles cachés d'Eric Zemmour,victim,none,no,none,no
129,11:32:10 AM,elodie65, trop bien au moins plus de pedale d'ici 1 mois vive zemmour!!!,bully_support,none,no,aggression-other,no
130,11:32:50 AM,JulieVictime, super ton modèle de france,victim,none,no,none,no
131,11:32:54 AM,JulieVictime, que des gens pareils et que des nazi,victim,none,no,none,no
132,11:33:03 AM,JulieVictime, bravo,victim,none,no,none,no
