ID,TIME,NAME,TEXT,ROLE,TARGET,HATE_SPEECH,VERBAL_ABUSE,HUMOR
30,[2:34:44 PM], <Brice-Victime>, dou j'ai pas ldroit parlé,victim,none,no,none,no
31,[2:35:09 PM], <Amine-Soutien-Harceleur>, tg tahan de merde,bully_support,victim,no,aggression-other,no
32,[2:35:12 PM], <Jim-Soutien-Harceleur>,  prl pas trdc,bully_support,victim,no,aggression-other,no
33,[2:35:23 PM], <Amine-Soutien-Harceleur>, kehba de merde,bully_support,victim,no,name_calling,no
34,[2:35:29 PM], <Jules-Conciliateur>, et oh c pas se que vs etes populaire que vous devez vous moquez,conciliator,none,no,none,no
35,[2:35:30 PM], <Amine-Soutien-Harceleur>, tes une petite pute toi,bully_support,victim,no,name_calling,no
36,[2:35:31 PM], <Jim-Soutien-Harceleur>, kehba de bitch,bully_support,victim,no,name_calling,no
37,[2:35:34 PM], <Amine-Soutien-Harceleur>, suce moi,bully_support,victim,no,aggression-other,no
38,[2:35:48 PM], <Jim-Soutien-Harceleur>, jules ftg toi,bully_support,conciliator,no,aggression-other,no
39,[2:35:57 PM], <Jules-Conciliateur>, faut vraiment que vous le laissiez inshallah vos gosses il se font harceler,conciliator,none,no,threat,no
40,[2:36:18 PM], <Brice-Victime>, grave c'est quoi vot probleme,victim,none,no,none,no
41,[2:36:20 PM], <Jim-Soutien-Harceleur>, ptdrrrr commee ta mere l'andicape,bully_support,conciliator,no,denigration,yes
42,[2:36:23 PM], <David-Harceleur>, mdrrr tu es de quelle coter wshhhhhhhh,bully,none,no,none,yes
43,[2:36:37 PM], <Brice-Victime>," juste davidharceleur le mec fait lmalin, y prend des photos et après y crache",victim,none,no,none,no
44,[2:36:38 PM], <Amine-Soutien-Harceleur>, jules vien dans notre camp sinon j'vais te peter le fion,bully_support,conciliator,no,threat,no
45,[2:36:47 PM], <Moussa-Soutien-Victime>, parlez bien avec vos bouches,victim_support,bully/bully_support,no,none,no
46,[2:36:56 PM], <Jim-Soutien-Harceleur>, jvais te louvrir en deux,bully_support,victim,no,threat,no
47,[2:37:16 PM], <David-Harceleur>, brice suce ma bite,bully,victim,no,aggression-other,no
48,[2:37:20 PM], <Jules-Conciliateur>, non je rentre pas dans votre delires de con vous etes des gamins frr,conciliator,bully/bully_support,no,denigration,no
49,[2:37:38 PM], <Yanis-Soutien-Victime>, vos bouche,victim_support,bully/bully_support,no,aggression-other,no
50,[2:37:43 PM], <Jim-Soutien-Harceleur>, mais jvais serre bande de trdc,bully_support,victim/victim_support,no,name_calling,no
51,[2:37:45 PM], <Brice-Victime>, merci les gars,victim,none,no,none,no
52,[2:38:02 PM], <Amine-Soutien-Harceleur>, TES TELLEMENT GROS QUE QUAND TU PASSE DEVANT LE SOLEIL TOUT LE MONDE CRIS ECLIPSE!!!!!!!!,bully_support,victim,no,denigration,yes
53,[2:38:03 PM], <Jules-Conciliateur>, tkt brice,conciliator,none,no,none,no
54,[2:38:05 PM], <David-Harceleur>, brice comment tu fais le malin,bully,none,no,none,no
55,[2:38:12 PM], <Jules-Conciliateur>, bon il est temp de faire la paix,conciliator,none,no,none,no
56,[2:38:12 PM], <Moussa-Soutien-Victime>, vous faites les fous a plusieurs seuls ca parle plus,victim_support,none,no,none,no
57,[2:38:13 PM], <Yanis-Soutien-Victime>, tkt mon pote,victim_support,none,no,none,no
58,[2:38:24 PM], <Brice-Victime>, amine94 ahahahah '=D  la punchline pourrie,victim,none,no,none,yes
59,[2:38:43 PM], <Jim-Soutien-Harceleur>, mdrrrr elle est mieux que toi fatigue,bully_support,victim,no,denigration,yes
60,[2:39:05 PM], <Jules-Conciliateur>, OOOHHH JVAI TOUS VS NIKEZ STOP JAW,conciliator,bully/bully_support/victim/victim_support,no,threat,no
61,[2:39:26 PM], <Jim-Soutien-Harceleur>, mdrrrr tg jules tu trahi la honda,bully_support,conciliator,no,aggression-other,yes
62,[2:39:37 PM], <David-Harceleur>, jamais brice le gros lard,bully,victim,no,name_calling,no
63,[2:39:40 PM], <Jules-Conciliateur>, ON FAIS L4'AMOUR PAS LA GUERRE,conciliator,none,no,none,no
64,[2:39:41 PM], <Brice-Victime>, calme toi jim jules a rien fiat juste il est cool,victim,none,no,none,no
65,[2:39:54 PM], <David-Harceleur>, tu dis calme a qui fatigeur,bully,victim,no,name_calling,no
66,[2:40:00 PM], <Amine-Soutien-Harceleur>, MOUSSA JE VAIS VENIR EN BAS DE CHEZ TOI TU VA VOIR QUI VA PLUS PARLER SALE MIGRANS DE MERDE,bully_support,victim_support,yes,threat,no
67,[2:40:17 PM], <Jim-Soutien-Harceleur>, brice jvais te perce le ventre tu va voir ballons de bodruche ah,bully_support,victim,no,denigration,yes
68,[2:40:35 PM], <Jules-Conciliateur>, maintenent sa deviens rasiste ah bravo amine,conciliator,none,no,none,no
69,[2:40:41 PM], <Moussa-Soutien-Victime>, amine je vais te niquer tout tes mort,victim_support,bully_support,no,threat,no
70,[2:40:46 PM], <Yanis-Soutien-Victime>, tg jim,victim_support,bully_support,no,aggression-other,no
71,[2:41:03 PM], <Amine-Soutien-Harceleur>, BRICE montre nous tes fesses,bully_support,none,no,none,no
72,[2:41:07 PM], <Jim-Soutien-Harceleur>, moussa t ki,bully_support,none,no,none,no
73,[2:41:11 PM], <David-Harceleur>, brice vsi twerke,bully,victim,no,denigration,yes
74,[2:41:20 PM], <Jim-Soutien-Harceleur>, du ventre,bully_support,victim,no,denigration,yes
75,[2:41:28 PM], <Brice-Victime>, ahah très rigolo,victim,none,no,none,yes
76,[2:41:31 PM], <David-Harceleur>, twerke de la graisse,bully,victim,no,aggression-other,no
77,[2:41:44 PM], <Jim-Soutien-Harceleur>, ton vieux nombril,bully_support,victim,no,denigration,no
78,[2:41:52 PM], <Jules-Conciliateur>, PEACE AND LOVE BOOON DAVID PK TA PRIS LA PHOTO SA SE FAIS PAS,conciliator,none,no,none,no
79,[2:42:27 PM], <Yanis-Soutien-Victime>, laisser le,victim_support,none,no,none,no
80,[2:42:33 PM], <Amine-Soutien-Harceleur>, moussa dis nous tes qui toi aussi tes une baleine ? tu flotte dans l'eau,bully_support,victim_support,no,denigration,no
81,[2:42:56 PM], <Brice-Victime>," ouais, davidharceleur crache toujours sur tout le monde",victim,none,no,none,no
82,[2:42:57 PM], <Jim-Soutien-Harceleur>, non y coulle,bully_support,victim,no,denigration,no
83,[2:43:17 PM], <Brice-Victime>, jimsoutiendharce la graisse ça flotte mec!,victim,none,no,none,no
84,[2:43:18 PM], <David-Harceleur>, je te crache dessus connard,bully,victim,no,aggression-other,no
85,[2:43:23 PM], <Brice-Victime>, retourne en cours de physique ouèch,victim,none,no,none,no
86,[2:43:39 PM], <Jim-Soutien-Harceleur>, mais tg enft clochard et wsh pas ouèch,bully_support,victim,no,aggression-other,no
87,[2:43:51 PM], <David-Harceleur>, toi retourne en cours de sport,bully,victim,no,denigration,no
88,[2:43:59 PM], <Amine-Soutien-Harceleur>, suicide toi brice et fais nous un tuto quand tu va te pendre,bully_support,victim,no,aggression-other,no
89,[2:44:07 PM], <Jules-Conciliateur>, t mauvais,conciliator,none,no,none,no
90,[2:44:24 PM], <Jim-Soutien-Harceleur>, amine ....,bully_support,none,no,none,no
91,[2:44:30 PM], <Amine-Soutien-Harceleur>, tahiaaa lmaghreb,bully_support,none,no,none,no
92,[2:44:40 PM], <David-Harceleur>, wsh amine,bully,none,no,none,no
93,[2:44:50 PM], <Amine-Soutien-Harceleur>, weeee le sancho,bully_support,none,no,none,no
94,[2:44:54 PM], <Jules-Conciliateur>, on vas s'aimer sous une etoile ou sous un oreiller,conciliator,none,no,none,yes
95,[2:45:21 PM], <Yanis-Soutien-Victime>, calmer vous,victim_support,none,no,none,no
96,[2:45:28 PM], <Amine-Soutien-Harceleur>, j'vais briser ton cul  comme ca </3,bully_support,victim,no,threat,no
97,[2:46:31 PM], <Amine-Soutien-Harceleur>, brice on fais la paix? mais stp me mange pas,bully_support,victim,no,aggression-other,yes
98,[2:46:50 PM], <Jim-Soutien-Harceleur>, ah jsuis morte ptn,bully_support,none,no,none,yes
99,[2:47:00 PM], <Brice-Victime>, mais t'es un sacré comique,victim,none,no,none,yes
100,[2:47:07 PM], <David-Harceleur>, amine mon gars  de  sur,bully,none,no,none,no
101,[2:47:09 PM], <Brice-Victime>, j'm'en pas de cette viande,victim,none,no,none,no
102,[2:47:20 PM], <Jim-Soutien-Harceleur>, le francais,bully_support,none,no,none,no
103,[2:47:24 PM], <David-Harceleur>, brice en francais ca donne quoi,bully,none,no,denigration,no
104,[2:47:25 PM], <Jim-Soutien-Harceleur>, ç,bully_support,none,no,none,no
105,[2:47:29 PM], <Amine-Soutien-Harceleur>, on mappel jamel debbouze dans le milieu,bully_support,none,no,none,yes
106,[2:47:43 PM], <Jim-Soutien-Harceleur>, jamel en sueur,bully_support,none,no,none,yes
107,[2:47:54 PM], <Brice-Victime>, t'enflame pas amine,victim,none,no,none,no
108,[2:48:20 PM], <Amine-Soutien-Harceleur>, le seul truc que jv enflammer c'est tes morts,bully_support,victim,no,aggression-other,no
109,[2:48:23 PM], <David-Harceleur>, wsh tu parle pas comme ca je vais te dechire,bully,none,no,threat,no
110,[2:49:07 PM], <Amine-Soutien-Harceleur>, tss tss la balaine,bully_support,victim,no,name_calling,no
111,[2:49:07 PM], <David-Harceleur>, mais jules t es changer wsh,bully,none,no,none,no
112,[2:49:24 PM], <Jules-Conciliateur>, j'ai pas changer jte pisse juste dessus frr,conciliator,bully,no,denigration,no
113,[2:49:35 PM], <Brice-Victime>, amine baleine*,victim,bully_support,no,denigration,no
114,[2:49:37 PM], <Jim-Soutien-Harceleur>, mais jules clochard gros cul de merde,bully_support,conciliator,no,name_calling,no
115,[2:49:56 PM], <Brice-Victime>, mais vazy va faire la manche Jim,victim,none,no,aggression-other,no
116,[2:50:03 PM], <David-Harceleur>, mais jules je vais te dechirer noublie pas je venu chez toi,bully,none,no,threat,no
117,[2:50:09 PM], <Jules-Conciliateur>, piste les mes grosses couilles,conciliator,none,no,none,no
118,[2:50:10 PM], <David-Harceleur>, je sais ou thabite fais  pas le maline brice ftg,bully,victim,no,threat,no
119,[2:50:21 PM], <Moussa-Soutien-Victime>, :') :') :') :') :') :') :') :'),victim_support,none,no,none,no
120,[2:50:27 PM], <Jim-Soutien-Harceleur>, mais ptdrrrr frr c normal ta mange tout carrefour jpeut  plus rrien achete,bully_support,victim,no,denigration,yes
121,[2:50:27 PM], <Yanis-Soutien-Victime>, tas pas de couilles,victim_support,none,no,denigration,no
122,[2:50:30 PM], <Amine-Soutien-Harceleur>, brice si taurai était aussi fort a lécole que dans la muscu tu ressemblerai pas a king kong,bully_support,victim,no,denigration,no
123,[2:50:34 PM], <Jules-Conciliateur>, a part sucer jim d'autees talent ?,conciliator,bully,no,denigration,no
124,[2:50:35 PM], <David-Harceleur>, suce ma bite jules,bully,conciliator,no,aggression-other,no
125,[2:51:04 PM], <Jim-Soutien-Harceleur>, jules lvdm jvais tencule,bully_support,none,no,threat,no
126,[2:51:14 PM], <Jules-Conciliateur>, ton micropenis  non merci,conciliator,bully_support,no,denigration,no
127,[2:51:21 PM], <David-Harceleur>, part devant paert derriere part touys les coter,bully,none,no,threat,no
128,[2:51:27 PM], <Amine-Soutien-Harceleur>, nikomok,bully_support,none,no,aggression-other,no
129,[2:51:30 PM], <Brice-Victime>," amine, t'es trop rageux parce que moi on m'remarque",victim,none,no,none,no
130,[2:51:42 PM], <Amine-Soutien-Harceleur>, ftg sale gros,bully_support,victim,no,aggression-other,no
131,[2:51:48 PM], <David-Harceleur>, tg brice nique  toi,bully,victim,no,aggression-other,no
