ID,TIME,NAME,TEXT,ROLE,TARGET,HATE_SPEECH,VERBAL_ABUSE,HUMOR
26,11:10:36 AM,Arthur60, bien dit Ellian,bully_support,none,no,none,no
27,11:10:40 AM,jimmy, ou ou ou je m'appel Paul j'aime les bite,conciliator,victim,no,aggression-other,no
28,11:10:52 AM,Paul, (jimmy t'es conciliateur ;) ),victim,none,no,none,no
29,11:10:56 AM,nicola, tu fait du velo sans celle,bully_support,victim,no,aggression-other,no
30,11:11:14 AM,Ellian, bah déjà d'où t'aime les mecs c'est un virus donc va te faire soigner,bully,victim,yes,aggression-other,no
31,11:11:33 AM,Camille, occupe toi de ton cul,victim_support,bully,no,aggression-other,no
32,11:11:33 AM,Lisa45, mais vous etes des grands malades,victim_support,none,no,none,no
33,11:11:40 AM,Camille, t'as pas de vie ou quoi,victim_support,none,no,none,no
34,11:11:47 AM,Paul, ça ne se décide pas Ellian,victim,none,no,none,no
35,11:11:54 AM,Ellian, bah si!,bully,none,no,none,no
36,11:11:58 AM,Arthur60, Camille quest tu veux,bully_support,none,no,none,no
37,11:12:06 AM,nicola, Camille niq toi,bully_support,victim_support,no,aggression-other,no
38,11:12:22 AM,Paul, Quel raisonnement de Boomer ...,victim,none,no,none,no
39,11:12:25 AM,jimmy, fermer la,conciliator,victim/victim_support/bully/bully_support,no,aggression-other,no
40,11:12:27 AM,nicola, et pour Ellian aller aller,bully_support,none,no,none,no
41,11:12:27 AM,Arthur60, lisa toi aussi tu veux quoi ?,bully_support,none,no,none,no
42,11:12:38 AM,Ellian, t'as rien d'autre a dire jimmy,bully,none,no,none,no
43,11:12:42 AM,jimmy, y'a un snap ap la ?,conciliator,none,no,none,no
44,11:12:42 AM,Lisa45, vous etes qu'une bande de con ceux qui respectent r,victim_support,bully/bully_support,no,name_calling,no
45,11:13:17 AM,Arthur60, jimmy ecris francais stppp,bully_support,conciliator,no,denigration,no
46,11:13:18 AM,nicola, mais c vous qui respecter pas la nature a etre homo,bully_support,victim,yes,aggression-other,no
47,11:13:26 AM,Lisa45, arthur tu veux te fight,victim_support,none,no,none,no
48,11:13:33 AM,Arthur60, lisa tg stp,bully_support,victim_support,no,aggression-other,no
49,11:13:33 AM,Paul, je me sens terriblement humilié ...,victim,none,no,none,no
50,11:13:44 AM,Ellian, t'as bien raison,bully,none,no,none,no
51,11:13:46 AM,nicola, mais c le cas,bully_support,none,no,none,no
52,11:13:47 AM,Arthur60, lisa allez lets go,bully_support,none,no,none,no
53,11:13:56 AM,Paul, ba oui ...,victim,none,no,none,no
54,11:13:57 AM,Lisa45, arthur tu cherche la bagarre tu vas l'avoir petit con,victim_support,bully_support,no,name_calling,no
55,11:14:12 AM,nicola, je suis arbitre si vous voulez,bully_support,none,no,none,no
56,11:14:28 AM,Paul," En plus, nous étions ami sur Facebook !! ",victim,none,no,none,no
57,11:14:45 AM,Arthur60, mais Paul arrete de parler stppp,bully_support,none,no,none,no
58,11:14:49 AM,nicola, le temps passe,bully_support,none,no,none,no
59,11:15:00 AM,Camille, vous estes des gays refoulés c'est pour ça que vous savez qu'insulter,victim_support,none,no,none,no
60,11:15:01 AM,Ellian, t'as cru j'allais rester pote avec un pd,bully,victim,yes,name_calling,no
61,11:15:05 AM,nicola, et les gay ont mal,bully_support,none,no,none,no
62,11:15:12 AM,Camille, c'est toi le pd mec,victim_support,bully,yes,name_calling,no
63,11:15:12 AM,Ellian, tg Camille,bully,victim_support,no,aggression-other,no
64,11:15:18 AM,Arthur60, ils ont mal au cul trnql,bully_support,none,no,none,no
65,11:15:25 AM,Camille, tu veux quoi toi Ellian,victim_support,none,no,none,no
66,11:15:41 AM,nicola, tg Camille t'es une merde,bully_support,bully_support,no,denigration,no
67,11:15:49 AM,Ellian, tu raconte nimp,bully,none,no,none,no
68,11:15:54 AM,Arthur60, allez va dormir Camille,bully_support,none,no,none,no
69,11:15:58 AM,Camille, je suis pas noir donc non Camille,victim_support,none,no,none,no
70,11:16:00 AM,Paul, nicola je ne souffre que lorsque des personnes comme vous se comporte comme des boomer,victim,none,no,none,no
71,11:16:13 AM,Camille, Ellian,victim_support,none,no,none,no
72,11:16:15 AM,Ellian, tu parles a toi bête grosse conne t tebe,bully,victim_support,no,denigration,no
73,11:16:22 AM,Paul, Oui Camille ?,victim,none,no,none,no
74,11:16:25 AM,nicola, Paul lui il aime les noir,bully_support,none,no,none,no
75,11:16:43 AM,Ellian,  nan mais boomer change de voc pd,bully,victim,no,name_calling,no
76,11:16:53 AM,Lisa45, mais ojn s'en fout qu'il aime les noirs laisse le aimer qui il veut non ?,victim_support,none,no,none,no
77,11:17:13 AM,nicola, bah non  on baisse pas avec des animeaux,bully_support,none,yes,denigration,no
78,11:17:15 AM,Ellian, il aime surtout les grosse,bully,none,no,none,no
79,11:17:18 AM,Paul, Ellian Ok boomer ah ba oui evidemment Ellian c'est bien connu ça ...,victim,none,no,none,no
80,11:17:53 AM,Ellian, bah ouais,bully,none,no,none,no
81,11:18:00 AM,nicola, il y a plus d'espace,bully_support,none,no,none,no
82,11:18:04 AM,Arthur60, Lisa45  il aime se qui est a gros volume finalement,bully_support,none,no,none,no
83,11:18:17 AM,Paul, tu manques pas de clichés ... c'est pathétique !,victim,none,no,none,no
84,11:18:19 AM,Ellian, t'aime les mecs donc t'aime les grosse,bully,none,no,none,no
85,11:18:38 AM,Paul, Ellian c'est tout à fait logique,victim,none,no,none,no
86,11:18:44 AM,Lisa45, arthur t'es pas productif tu parles pour dire que de la merde,victim_support,bully,no,denigration,no
87,11:19:04 AM,Arthur60, merci Lisa45,bully_support,none,no,none,no
88,11:19:14 AM,nicola, mais lisa tu t'appelle arthur non?,bully_support,none,no,none,no
89,11:19:18 AM,Lisa45, t'insulte pour rien dire t'as pas d'arguments,victim_support,none,no,none,no
90,11:19:27 AM,Arthur60, et toi tu parles dans le vent ,bully_support,none,no,none,no
91,11:19:29 AM,Camille, Ellian la merde ca sort du cul pas de la bouche,victim_support,none,no,none,no
92,11:19:55 AM,Arthur60, chao marie,bully_support,none,no,none,no
93,11:20:04 AM,nicola, rip pour marie,bully_support,none,no,none,no
94,11:20:11 AM,Ellian, wow t'as de la repartit,bully,none,no,none,no
95,11:20:12 AM,Camille, on s'en blc de marie,victim_support,none,no,none,no
96,11:20:17 AM,Ellian, Camille,bully,none,no,none,no
97,11:20:22 AM,Camille, Ellian ?,victim_support,none,no,none,no
98,11:20:26 AM,Ellian, t'es nul enfaite,bully,victim_support,no,denigration,no
99,11:20:26 AM,nicola, comme Paul il s'en blc,bully_support,none,no,none,no
100,11:20:29 AM,Ellian, rentre chez toi tu sers a r vrmt degage,bully,victim_support,no,denigration,no
101,11:20:44 AM,Arthur60, jsuis chez moi perso ,bully_support,none,no,none,no
102,11:20:47 AM,Paul, Heureusement que là nicola ...,victim,none,no,none,no
103,11:20:54 AM,Camille, c'est toi rentre dans ton pays d'homophobes Ellian,victim_support,bully,no,aggression-other,no
104,11:20:55 AM,Lisa45, mais vous la bouclez jamais,victim_support,none,no,none,no
105,11:21:04 AM,Paul, pour nous partager tes remarques pertinentes,victim,none,no,none,no
106,11:21:05 AM,Ellian, je suis dans mon pays femme homme homme femme,bully,none,no,none,no
107,11:21:16 AM,Camille, visiblement non,victim_support,none,no,none,no
108,11:21:19 AM,Ellian, PAS HOMME HOMME,bully,victim,yes,denigration,no
109,11:21:20 AM,Arthur60, Lisa45 toi aussi finalement *,bully_support,none,no,none,no
110,11:21:32 AM,Paul, Ellian c'est HomFameCity ?,victim,none,no,none,no
111,11:21:34 AM,Ellian, c'est pas dans la nature bah ouais,bully,victim,yes,denigration,no
112,11:21:55 AM,Lisa45, Arthur tu vas t'en prendre une,victim_support,bully_support,no,threat,no
113,11:21:59 AM,Ellian, donc va te faire soigner et vite,bully,victim,yes,aggression-other,no
114,11:22:01 AM,Camille, deux une de ma part aussi,victim_support,bully_support,no,threat,no
115,11:22:10 AM,nicola, Paul aussi il s'en prend une,bully_support,victim,no,aggression-other,no
116,11:22:11 AM,Arthur60, allez trois meme,bully_support,victim,no,aggression-other,no
117,11:22:19 AM,Paul, Ellian et donc tu me conseilles quoi comme traitement ?,victim,none,no,none,no
118,11:22:28 AM,Lisa45, pourquoi pas quatre,victim_support,none,no,none,no
119,11:22:46 AM,Ellian, vas dans un asile !!!,bully,victim,no,aggression-other,no
120,11:22:48 AM,Arthur60, Paul un traitement ? t'as que dal,bully_support,none,no,none,no
121,11:22:56 AM,Paul, il n'y a que des mentalités comme la tienne pour considérer que c'est une maladie,victim,none,no,none,no
122,11:23:07 AM,nicola, un stage avec jacquie et michel,bully_support,none,no,none,no
123,11:23:29 AM,Ellian, pas du tout c'est comme on a etait crée,bully,none,no,none,no
124,11:23:50 AM,Camille, on sais tous que vous regardez des pornos gays arretez de faire les choqué,victim_support,none,no,none,no
125,11:24:06 AM,Ellian, elle est folle elle,bully,victim_support,no,denigration,no
126,11:24:13 AM,nicola, oui deux femmes ensemble,bully_support,none,no,none,no
127,11:24:14 AM,Ellian, tu veux me faire gerbé,bully,none,no,none,no
128,11:24:14 AM,Lisa45, bahahaha gay refoulé,victim_support,none,no,none,no
129,11:24:19 AM,Paul, Ellian la mentalité ... Papa dans Maman et rien d'autre ne peut exister par définition c'est bien ça ?,victim,none,no,none,no
130,11:24:30 AM,Ellian, bah ouais,bully,none,no,none,no
131,11:24:31 AM,Paul, @E,victim,none,no,none,no
132,11:24:40 AM,Ellian, @Tg,bully,victim,no,aggression-other,no
133,11:24:57 AM,Paul, ...,victim,none,no,none,no
134,11:24:57 AM,Lisa45, enfaite vous etes jaloux,victim_support,none,no,none,no
135,11:25:04 AM,Camille, wow quell repartie Ellian,victim_support,none,no,none,no
136,11:25:06 AM,Arthur60, Paul t'as tout compris,bully_support,none,no,none,no
137,11:25:10 AM,Paul, Quel rageux,victim,none,no,none,no
138,11:25:28 AM,Arthur60, Ellian mon copain ? y'a plus d'ambiance la,bully_support,none,no,none,no
139,11:25:58 AM,Camille, ton fantasme c'est de baiser un mec t'en reve pourquoi tu nous fait le saint,victim_support,none,no,none,no
140,11:26:26 AM,nicola, tu parle a Paul la ?,bully_support,none,no,none,no
141,11:26:28 AM,Ellian, non,bully,none,no,none,no
142,11:26:30 AM,Camille, non a Ellian,victim_support,none,no,none,no
143,11:26:45 AM,Ellian, ptdrrr ah non tkt,bully,none,no,none,yes
144,11:26:51 AM,Lisa45, nkjkrfijvihvpifmihfidfpiojhu,victim_support,none,no,none,no
145,11:26:51 AM,nicola, Ellian est gay aussi ?,bully_support,none,no,none,no
146,11:26:55 AM,Ellian, j'aime les nichons,bully,none,no,none,no
147,11:26:56 AM,nicola, choqué dessus a ca me rassure,bully_support,none,no,none,no
148,11:27:16 AM,Camille, t'aime les bites de noir fait pas genre,victim_support,none,no,none,no
149,11:27:20 AM,Paul, Ellian  ah ba oui ! c'est évident,victim,none,no,none,no
150,11:27:21 AM,nicola, moi aussi Ellian tu as raison,bully_support,none,no,none,no
151,11:27:24 AM,Arthur60, tu vois Ellian a compris la vie contrairement a Paul,bully_support,victim,no,denigration,no
152,11:27:31 AM,Lisa45, Ellian tu aime les tetons des hommes pas des femmes ,victim_support,none,no,none,no
153,11:27:32 AM,nicola, hitler a vise les mauvais,bully_support,none,no,aggression-other,no
154,11:27:56 AM,Ellian, Déjàa lisa ecrit dès le debut fr,bully,victim_support,no,denigration,no
155,11:27:56 AM,Camille, on vois les votes zemmour arriver,victim_support,none,no,none,no
156,11:28:10 AM,Lisa45, apprend le français stp,victim_support,bully_support,no,denigration,no
157,11:28:16 AM,nicola, bah ouais,bully_support,none,no,none,no
158,11:28:16 AM,Arthur60, zemours !!!!,bully_support,none,no,none,no
159,11:28:26 AM,nicola, vive hitler et zemmours,bully_support,none,no,none,no
160,11:28:44 AM,Lisa45, nicola ftg,victim_support,bully_support,no,aggression-other,no
161,11:28:46 AM,Paul," je ne vois le rapport entre Hitler, Zemmour et la discussion ...",victim,none,no,none,no
162,11:28:48 AM,Arthur60, aucun gay ICI CA DEGAGE,bully_support,victim,no,aggression-other,no
163,11:28:53 AM,nicola, toi,bully_support,none,no,none,no
164,11:28:57 AM,Paul, mais bon venant de nicola ça ne me surprend pas !,victim,none,no,none,no
165,11:28:59 AM,nicola, le gay,bully_support,none,no,none,no
166,11:29:05 AM,Camille, c'est toi tu degage mec,victim_support,bully_support,no,aggression-other,no
167,11:29:13 AM,Lisa45, arthur alors degage,victim_support,bully_support,no,aggression-other,no
168,11:29:16 AM,Ellian, Camille prend la porte,bully,none,no,none,no
169,11:29:17 AM,nicola, moi au moins je suis un sucer de premiere pas*,bully_support,none,no,none,no
170,11:29:34 AM,Arthur60," Camille moi j'ai compris la vie, un homme une femme . rien de plus Camille ca degage",bully_support,bully_support,yes,aggression-other,no
171,11:30:09 AM,Camille, bahaha aller va te prendre une queue dans le cul ca te decoincera,victim_support,bully_support,yes,aggression-other,no
172,11:30:27 AM,Ellian, Camille tu me degoute,bully,victim_support,no,denigration,no
173,11:30:35 AM,nicola, Paul est decoincais depuis lomgtemps,bully_support,none,no,none,no
174,11:30:36 AM,Arthur60, prends en une deja par ton mec si t'en as,bully_support,none,no,none,no
175,11:30:48 AM,Lisa45, A hjgikghilgh,victim_support,none,no,none,no
176,11:30:53 AM,Arthur60, B,bully_support,none,no,none,no
177,11:30:54 AM,Ellian, ptdrrr grave,bully,none,no,none,yes
178,11:30:57 AM,Paul, un raisonnement typique des années 30 ...,victim,none,no,none,no
179,11:30:58 AM,Lisa45, fc,victim_support,none,no,none,no
180,11:31:08 AM,Ellian, bah presque c'est dans 8 ans 30 2022,bully,none,no,none,no
181,11:31:40 AM,Camille, vous voulez pas laisser Paul vivre,victim_support,none,no,none,no
182,11:31:44 AM,Ellian, dans 8 ans on est en 2022,bully,none,no,none,no
183,11:31:48 AM,Arthur60, non mdrrr,bully_support,none,no,none,yes
184,11:31:56 AM,Camille, t'as pas de vie,victim_support,none,no,none,no
185,11:31:57 AM,Arthur60, il se trouve une meuf,bully_support,none,no,none,no
186,11:31:59 AM,Lisa45, bon allez je me casse vous etes que des cons,victim_support,bully/bully_support,no,name_calling,no
187,11:32:05 AM,Ellian, bon vous me dégouter les pd je me casse et allé vous faire soigner,bully,victim,no,denigration,no
188,11:32:11 AM,Arthur60, chao ksos ,bully_support,victim,no,name_calling,no
189,11:32:15 AM,Ellian, et Camille tu sers a r,bully,victim_support,no,denigration,no
190,11:32:17 AM,nicola, Paul pourra vivre seulement dans un autre monde,bully_support,none,no,none,no
191,11:32:31 AM,Paul, je te conseille d'évoluer ! vous*,victim,none,no,none,no
192,11:32:40 AM,Ellian, ah ba oui ! c'est évident,bully,none,no,none,no
193,11:32:51 AM,nicola, mais moi j'evolue normalement au moins Paul,bully_support,victim,no,denigration,no
194,11:32:54 AM,Camille, pathétique,victim_support,none,no,none,no
195,11:32:57 AM,Paul, nicola Ellian Arthur60 dans le meme panier,victim,none,no,none,no
196,11:32:57 AM,Ellian, retourne sur ta planette,bully,none,no,none,no
197,11:33:10 AM,Arthur60, Paul ailleur,bully_support,none,no,none,no
198,11:33:23 AM,Arthur60, chao ksos,bully_support,victim,no,name_calling,no
199,11:33:28 AM,nicola, que tu soit nazi ou gay c le meme niveau,bully_support,victim,yes,denigration,no
200,11:33:35 AM,Paul, il me manque un vaisseau spatiale,victim,none,no,none,no
